family_id	genome	gene_id
Salmonella_enterica_WP_001068341.1	Edwardsiella_ictaluri	Edwardsiella_ictaluri_WP_015872274.1
Salmonella_enterica_WP_001068341.1	Morganella_morganii	Morganella_morganii_WP_004236985.1
Salmonella_enterica_WP_001068341.1	Pectobacterium_carotovorum	Pectobacterium_carotovorum_WP_010302498.1
Salmonella_enterica_WP_001068341.1	Dickeya_chrysanthemi	Dickeya_chrysanthemi_WP_012768818.1
Salmonella_enterica_WP_001068341.1	Escherichia_coli	Escherichia_coli_YCN71990.1
Salmonella_enterica_WP_001068341.1	Edwardsiella_tarda	Edwardsiella_tarda_WP_005295156.1
Salmonella_enterica_WP_001068341.1	Pectobacterium_atrosepticum	Pectobacterium_atrosepticum_WP_011094796.1
Salmonella_enterica_WP_001068341.1	Pragia_fontium	Pragia_fontium_WP_047780326.1
Salmonella_enterica_WP_001068341.1	Hafnia_alvei	Hafnia_alvei_WP_008812639.1
Salmonella_enterica_WP_001068341.1	Xenorhabdus_nematophila	Xenorhabdus_nematophila_WP_010847137.1
Salmonella_enterica_WP_001068341.1	Enterobacter_cloacae	Enterobacter_cloacae_WP_003860711.1
Salmonella_enterica_WP_001068341.1	Erwinia_billingiae	Erwinia_billingiae_WP_013203428.1
Salmonella_enterica_WP_001068341.1	Obesumbacterium_proteus	Obesumbacterium_proteus_WP_008812639.1
Salmonella_enterica_WP_001068341.1	Dickeya_dadantii	Dickeya_dadantii_WP_013319008.1
Salmonella_enterica_WP_001068341.1	Providencia_stuartii	Providencia_stuartii_WP_004921478.1
Salmonella_enterica_WP_001068341.1	Salmonella_enterica	Salmonella_enterica_WP_001068341.1
Salmonella_enterica_WP_001068341.1	Ewingella_americana	Ewingella_americana_WP_034792549.1
Salmonella_enterica_WP_001068341.1	Pantoea_agglomerans	Pantoea_agglomerans_WP_010257656.1
Salmonella_enterica_WP_001068341.1	Erwinia_amylovora	Erwinia_amylovora_WP_004159189.1
Salmonella_enterica_WP_001068341.1	Klebsiella_pneumoniae	Klebsiella_pneumoniae_WP_002914065.1
Salmonella_enterica_WP_001068341.1	Serratia_marcescens	Serratia_marcescens_WP_004929158.1
Salmonella_enterica_WP_001068341.1	Tatumella_ptyseos	Tatumella_ptyseos_WP_092676356.1
Salmonella_enterica_WP_001068341.1	Proteus_mirabilis	Proteus_mirabilis_WP_004248457.1
Salmonella_enterica_WP_001068341.1	Leminorella_grimontii	Leminorella_grimontii_WP_027275899.1
Salmonella_enterica_WP_001068341.1	Yersinia_pestis	Yersinia_pestis_WP_002209679.1
Salmonella_enterica_WP_001068341.1	Yersinia_bercovieri	Yersinia_bercovieri_WP_019212212.1
Salmonella_enterica_WP_001271699.1	Erwinia_billingiae	Erwinia_billingiae_WP_013200072.1
Salmonella_enterica_WP_001271699.1	Leminorella_grimontii	Leminorella_grimontii_WP_027273764.1
Salmonella_enterica_WP_001271699.1	Enterobacter_cloacae	Enterobacter_cloacae_WP_013099376.1
Salmonella_enterica_WP_001271699.1	Klebsiella_pneumoniae	Klebsiella_pneumoniae_WP_002882753.1
Salmonella_enterica_WP_001271699.1	Morganella_morganii	Morganella_morganii_WP_004236580.1
Salmonella_enterica_WP_001271699.1	Erwinia_amylovora	Erwinia_amylovora_WP_168399531.1
Salmonella_enterica_WP_001271699.1	Obesumbacterium_proteus	Obesumbacterium_proteus_WP_025799736.1
Salmonella_enterica_WP_001271699.1	Pectobacterium_carotovorum	Pectobacterium_carotovorum_WP_010298142.1
Salmonella_enterica_WP_001271699.1	Dickeya_chrysanthemi	Dickeya_chrysanthemi_WP_015848445.1
Salmonella_enterica_WP_001271699.1	Hafnia_alvei	Hafnia_alvei_WP_040044551.1
Salmonella_enterica_WP_001271699.1	Pantoea_agglomerans	Pantoea_agglomerans_WP_010258434.1
Salmonella_enterica_WP_001271699.1	Salmonella_enterica	Salmonella_enterica_WP_001271699.1
Salmonella_enterica_WP_001271699.1	Providencia_stuartii	Providencia_stuartii_WP_004923644.1
Salmonella_enterica_WP_001271699.1	Tatumella_ptyseos	Tatumella_ptyseos_WP_048913046.1
Salmonella_enterica_WP_001271699.1	Proteus_mirabilis	Proteus_mirabilis_WP_004246801.1
Salmonella_enterica_WP_001271699.1	Ewingella_americana	Ewingella_americana_WP_034794466.1
Salmonella_enterica_WP_001271699.1	Serratia_marcescens	Serratia_marcescens_WP_004931244.1
Salmonella_enterica_WP_001271699.1	Dickeya_dadantii	Dickeya_dadantii_WP_013315735.1
Salmonella_enterica_WP_001271699.1	Yersinia_pestis	Yersinia_pestis_WP_002213150.1
Salmonella_enterica_WP_001271699.1	Yersinia_bercovieri	Yersinia_bercovieri_WP_005277724.1
Salmonella_enterica_WP_001271699.1	Escherichia_coli	Escherichia_coli_YCN69032.1
Salmonella_enterica_WP_001271699.1	Edwardsiella_ictaluri	Edwardsiella_ictaluri_WP_015873013.1
Salmonella_enterica_WP_001271699.1	Pragia_fontium	Pragia_fontium_WP_074824736.1
Salmonella_enterica_WP_001271699.1	Xenorhabdus_nematophila	Xenorhabdus_nematophila_WP_010848360.1
Salmonella_enterica_WP_001271699.1	Edwardsiella_tarda	Edwardsiella_tarda_WP_005280572.1
Salmonella_enterica_WP_001271699.1	Pectobacterium_atrosepticum	Pectobacterium_atrosepticum_WP_011091675.1
Escherichia_coli_YCN68369.1	Obesumbacterium_proteus	Obesumbacterium_proteus_WP_025801152.1
Escherichia_coli_YCN68369.1	Pectobacterium_carotovorum	Pectobacterium_carotovorum_WP_005975525.1
Escherichia_coli_YCN68369.1	Edwardsiella_ictaluri	Edwardsiella_ictaluri_WP_015870037.1
Escherichia_coli_YCN68369.1	Erwinia_billingiae	Erwinia_billingiae_WP_013200532.1
Escherichia_coli_YCN68369.1	Dickeya_dadantii	Dickeya_dadantii_WP_013316039.1
Escherichia_coli_YCN68369.1	Salmonella_enterica	Salmonella_enterica_WP_000893481.1
Escherichia_coli_YCN68369.1	Yersinia_bercovieri	Yersinia_bercovieri_WP_004391999.1
Escherichia_coli_YCN68369.1	Klebsiella_pneumoniae	Klebsiella_pneumoniae_WP_002918211.1
Escherichia_coli_YCN68369.1	Enterobacter_cloacae	Enterobacter_cloacae_WP_003861754.1
Escherichia_coli_YCN68369.1	Morganella_morganii	Morganella_morganii_WP_004240488.1
Escherichia_coli_YCN68369.1	Providencia_stuartii	Providencia_stuartii_WP_036943080.1
Escherichia_coli_YCN68369.1	Hafnia_alvei	Hafnia_alvei_WP_025801152.1
Escherichia_coli_YCN68369.1	Yersinia_pestis	Yersinia_pestis_WP_002210146.1
Escherichia_coli_YCN68369.1	Leminorella_grimontii	Leminorella_grimontii_WP_261832043.1
Escherichia_coli_YCN68369.1	Escherichia_coli	Escherichia_coli_YCN68369.1
Escherichia_coli_YCN68369.1	Ewingella_americana	Ewingella_americana_WP_034786756.1
Escherichia_coli_YCN68369.1	Pragia_fontium	Pragia_fontium_WP_047781971.1
Escherichia_coli_YCN68369.1	Erwinia_amylovora	Erwinia_amylovora_WP_004160067.1
Escherichia_coli_YCN68369.1	Pantoea_agglomerans	Pantoea_agglomerans_WP_010256507.1
Escherichia_coli_YCN68369.1	Proteus_mirabilis	Proteus_mirabilis_WP_004245257.1
Escherichia_coli_YCN68369.1	Serratia_marcescens	Serratia_marcescens_WP_004937103.1
Escherichia_coli_YCN68369.1	Xenorhabdus_nematophila	Xenorhabdus_nematophila_WP_010847776.1
Escherichia_coli_YCN68369.1	Pectobacterium_atrosepticum	Pectobacterium_atrosepticum_WP_011091952.1
Escherichia_coli_YCN68369.1	Tatumella_ptyseos	Tatumella_ptyseos_WP_241623567.1
Escherichia_coli_YCN68369.1	Dickeya_chrysanthemi	Dickeya_chrysanthemi_WP_015848093.1
Escherichia_coli_YCN68369.1	Edwardsiella_tarda	Edwardsiella_tarda_WP_005297367.1
Escherichia_coli_YCN68497.1	Pectobacterium_atrosepticum	Pectobacterium_atrosepticum_WP_010286047.1
Escherichia_coli_YCN68497.1	Providencia_stuartii	Providencia_stuartii_WP_004265487.1
Escherichia_coli_YCN68497.1	Escherichia_coli	Escherichia_coli_YCN68497.1
Escherichia_coli_YCN68497.1	Erwinia_billingiae	Erwinia_billingiae_WP_012442832.1
Escherichia_coli_YCN68497.1	Pectobacterium_carotovorum	Pectobacterium_carotovorum_WP_010286047.1
Escherichia_coli_YCN68497.1	Serratia_marcescens	Serratia_marcescens_WP_004929729.1
Escherichia_coli_YCN68497.1	Dickeya_dadantii	Dickeya_dadantii_WP_013319692.1
Escherichia_coli_YCN68497.1	Yersinia_pestis	Yersinia_pestis_WP_002218949.1
Escherichia_coli_YCN68497.1	Klebsiella_pneumoniae	Klebsiella_pneumoniae_WP_002919224.1
Escherichia_coli_YCN68497.1	Leminorella_grimontii	Leminorella_grimontii_WP_027275682.1
Escherichia_coli_YCN68497.1	Hafnia_alvei	Hafnia_alvei_WP_025802647.1
Escherichia_coli_YCN68497.1	Edwardsiella_ictaluri	Edwardsiella_ictaluri_WP_005290355.1
Escherichia_coli_YCN68497.1	Xenorhabdus_nematophila	Xenorhabdus_nematophila_WP_013183231.1
Escherichia_coli_YCN68497.1	Obesumbacterium_proteus	Obesumbacterium_proteus_WP_025802647.1
Escherichia_coli_YCN68497.1	Morganella_morganii	Morganella_morganii_WP_015422331.1
Escherichia_coli_YCN68497.1	Enterobacter_cloacae	Enterobacter_cloacae_WP_003863314.1
Escherichia_coli_YCN68497.1	Dickeya_chrysanthemi	Dickeya_chrysanthemi_WP_012768120.1
Escherichia_coli_YCN68497.1	Proteus_mirabilis	Proteus_mirabilis_WP_004246942.1
Escherichia_coli_YCN68497.1	Tatumella_ptyseos	Tatumella_ptyseos_WP_048912842.1
Escherichia_coli_YCN68497.1	Pantoea_agglomerans	Pantoea_agglomerans_WP_008927131.1
Escherichia_coli_YCN68497.1	Erwinia_amylovora	Erwinia_amylovora_WP_004160561.1
Escherichia_coli_YCN68497.1	Yersinia_bercovieri	Yersinia_bercovieri_WP_002218949.1
Escherichia_coli_YCN68497.1	Pragia_fontium	Pragia_fontium_WP_047779708.1
Escherichia_coli_YCN68497.1	Edwardsiella_tarda	Edwardsiella_tarda_WP_005290355.1
Escherichia_coli_YCN68497.1	Ewingella_americana	Ewingella_americana_WP_034793662.1
Escherichia_coli_YCN68497.1	Salmonella_enterica	Salmonella_enterica_WP_000135226.1
Escherichia_coli_YCN68529.1	Pectobacterium_atrosepticum	Pectobacterium_atrosepticum_WP_005969567.1
Escherichia_coli_YCN68529.1	Salmonella_enterica	Salmonella_enterica_WP_000246815.1
Escherichia_coli_YCN68529.1	Pragia_fontium	Pragia_fontium_WP_047779685.1
Escherichia_coli_YCN68529.1	Pectobacterium_carotovorum	Pectobacterium_carotovorum_WP_005969567.1
Escherichia_coli_YCN68529.1	Proteus_mirabilis	Proteus_mirabilis_WP_004246896.1
Escherichia_coli_YCN68529.1	Hafnia_alvei	Hafnia_alvei_WP_002212323.1
Escherichia_coli_YCN68529.1	Providencia_stuartii	Providencia_stuartii_WP_004923923.1
Escherichia_coli_YCN68529.1	Yersinia_pestis	Yersinia_pestis_WP_002212323.1
Escherichia_coli_YCN68529.1	Xenorhabdus_nematophila	Xenorhabdus_nematophila_WP_010848548.1
Escherichia_coli_YCN68529.1	Escherichia_coli	Escherichia_coli_YCN68529.1
Escherichia_coli_YCN68529.1	Erwinia_amylovora	Erwinia_amylovora_WP_003852912.1
Escherichia_coli_YCN68529.1	Dickeya_chrysanthemi	Dickeya_chrysanthemi_WP_012768095.1
Escherichia_coli_YCN68529.1	Enterobacter_cloacae	Enterobacter_cloacae_WP_000246815.1
Escherichia_coli_YCN68529.1	Obesumbacterium_proteus	Obesumbacterium_proteus_WP_002212323.1
Escherichia_coli_YCN68529.1	Klebsiella_pneumoniae	Klebsiella_pneumoniae_WP_002920115.1
Escherichia_coli_YCN68529.1	Tatumella_ptyseos	Tatumella_ptyseos_WP_003852912.1
Escherichia_coli_YCN68529.1	Serratia_marcescens	Serratia_marcescens_WP_004930426.1
Escherichia_coli_YCN68529.1	Pantoea_agglomerans	Pantoea_agglomerans_WP_003852912.1
Escherichia_coli_YCN68529.1	Yersinia_bercovieri	Yersinia_bercovieri_WP_002212323.1
Escherichia_coli_YCN68529.1	Edwardsiella_tarda	Edwardsiella_tarda_WP_005297501.1
Escherichia_coli_YCN68529.1	Ewingella_americana	Ewingella_americana_WP_013573668.1
Escherichia_coli_YCN68529.1	Morganella_morganii	Morganella_morganii_WP_004236497.1
Escherichia_coli_YCN68529.1	Edwardsiella_ictaluri	Edwardsiella_ictaluri_WP_012850034.1
Escherichia_coli_YCN68529.1	Leminorella_grimontii	Leminorella_grimontii_WP_027273470.1
Escherichia_coli_YCN68529.1	Erwinia_billingiae	Erwinia_billingiae_WP_013204141.1
Escherichia_coli_YCN68529.1	Dickeya_dadantii	Dickeya_dadantii_WP_012768095.1
Escherichia_coli_YCN69297.1	Proteus_mirabilis	Proteus_mirabilis_WP_004249265.1
Escherichia_coli_YCN69297.1	Edwardsiella_tarda	Edwardsiella_tarda_WP_005296032.1
Escherichia_coli_YCN69297.1	Leminorella_grimontii	Leminorella_grimontii_WP_027275488.1
Escherichia_coli_YCN69297.1	Xenorhabdus_nematophila	Xenorhabdus_nematophila_WP_010846340.1
Escherichia_coli_YCN69297.1	Pantoea_agglomerans	Pantoea_agglomerans_WP_010251990.1
Escherichia_coli_YCN69297.1	Yersinia_pestis	Yersinia_pestis_WP_002209127.1
Escherichia_coli_YCN69297.1	Erwinia_amylovora	Erwinia_amylovora_WP_004160183.1
Escherichia_coli_YCN69297.1	Dickeya_chrysanthemi	Dickeya_chrysanthemi_WP_013316258.1
Escherichia_coli_YCN69297.1	Pectobacterium_carotovorum	Pectobacterium_carotovorum_WP_005971295.1
Escherichia_coli_YCN69297.1	Serratia_marcescens	Serratia_marcescens_WP_004929661.1
Escherichia_coli_YCN69297.1	Providencia_stuartii	Providencia_stuartii_WP_008914587.1
Escherichia_coli_YCN69297.1	Erwinia_billingiae	Erwinia_billingiae_WP_012442682.1
Escherichia_coli_YCN69297.1	Enterobacter_cloacae	Enterobacter_cloacae_WP_003855929.1
Escherichia_coli_YCN69297.1	Obesumbacterium_proteus	Obesumbacterium_proteus_WP_008814807.1
Escherichia_coli_YCN69297.1	Escherichia_coli	Escherichia_coli_YCN69297.1
Escherichia_coli_YCN69297.1	Pragia_fontium	Pragia_fontium_WP_047782137.1
Escherichia_coli_YCN69297.1	Morganella_morganii	Morganella_morganii_WP_004240601.1
Escherichia_coli_YCN69297.1	Tatumella_ptyseos	Tatumella_ptyseos_WP_048911342.1
Escherichia_coli_YCN69297.1	Yersinia_bercovieri	Yersinia_bercovieri_WP_004391824.1
Escherichia_coli_YCN69297.1	Hafnia_alvei	Hafnia_alvei_WP_008814807.1
Escherichia_coli_YCN69297.1	Salmonella_enterica	Salmonella_enterica_WP_000027827.1
Escherichia_coli_YCN69297.1	Pectobacterium_atrosepticum	Pectobacterium_atrosepticum_WP_011092242.1
Escherichia_coli_YCN69297.1	Dickeya_dadantii	Dickeya_dadantii_WP_013316258.1
Escherichia_coli_YCN69297.1	Klebsiella_pneumoniae	Klebsiella_pneumoniae_WP_004152420.1
Escherichia_coli_YCN69297.1	Edwardsiella_ictaluri	Edwardsiella_ictaluri_WP_015869826.1
Escherichia_coli_YCN69297.1	Ewingella_americana	Ewingella_americana_WP_009636718.1
Escherichia_coli_YCN71921.1	Morganella_morganii	Morganella_morganii_WP_004235255.1
Escherichia_coli_YCN71921.1	Dickeya_dadantii	Dickeya_dadantii_WP_013316936.1
Escherichia_coli_YCN71921.1	Edwardsiella_ictaluri	Edwardsiella_ictaluri_WP_015870570.1
Escherichia_coli_YCN71921.1	Providencia_stuartii	Providencia_stuartii_WP_004920648.1
Escherichia_coli_YCN71921.1	Obesumbacterium_proteus	Obesumbacterium_proteus_WP_035503097.1
Escherichia_coli_YCN71921.1	Ewingella_americana	Ewingella_americana_WP_034792116.1
Escherichia_coli_YCN71921.1	Enterobacter_cloacae	Enterobacter_cloacae_WP_003860560.1
Escherichia_coli_YCN71921.1	Pragia_fontium	Pragia_fontium_WP_047781660.1
Escherichia_coli_YCN71921.1	Pantoea_agglomerans	Pantoea_agglomerans_WP_009088774.1
Escherichia_coli_YCN71921.1	Escherichia_coli	Escherichia_coli_YCN71921.1
Escherichia_coli_YCN71921.1	Proteus_mirabilis	Proteus_mirabilis_WP_004248287.1
Escherichia_coli_YCN71921.1	Erwinia_amylovora	Erwinia_amylovora_WP_004159037.1
Escherichia_coli_YCN71921.1	Hafnia_alvei	Hafnia_alvei_WP_025797438.1
Escherichia_coli_YCN71921.1	Erwinia_billingiae	Erwinia_billingiae_WP_013203369.1
Escherichia_coli_YCN71921.1	Klebsiella_pneumoniae	Klebsiella_pneumoniae_WP_002913827.1
Escherichia_coli_YCN71921.1	Dickeya_chrysanthemi	Dickeya_chrysanthemi_WP_040001978.1
Escherichia_coli_YCN71921.1	Yersinia_pestis	Yersinia_pestis_WP_002209776.1
Escherichia_coli_YCN71921.1	Pectobacterium_atrosepticum	Pectobacterium_atrosepticum_WP_010307474.1
Escherichia_coli_YCN71921.1	Edwardsiella_tarda	Edwardsiella_tarda_WP_005296572.1
Escherichia_coli_YCN71921.1	Yersinia_bercovieri	Yersinia_bercovieri_WP_032897468.1
Escherichia_coli_YCN71921.1	Salmonella_enterica	Salmonella_enterica_WP_000706208.1
Escherichia_coli_YCN71921.1	Leminorella_grimontii	Leminorella_grimontii_WP_027274014.1
Escherichia_coli_YCN71921.1	Serratia_marcescens	Serratia_marcescens_WP_004941642.1
Escherichia_coli_YCN71921.1	Pectobacterium_carotovorum	Pectobacterium_carotovorum_WP_010307474.1
Escherichia_coli_YCN71921.1	Xenorhabdus_nematophila	Xenorhabdus_nematophila_WP_010847435.1
Escherichia_coli_YCN71921.1	Tatumella_ptyseos	Tatumella_ptyseos_WP_048912415.1
Escherichia_coli_YCN72433.1	Pectobacterium_atrosepticum	Pectobacterium_atrosepticum_WP_001144069.1
Escherichia_coli_YCN72433.1	Salmonella_enterica	Salmonella_enterica_WP_001144069.1
Escherichia_coli_YCN72433.1	Erwinia_billingiae	Erwinia_billingiae_WP_001144069.1
Escherichia_coli_YCN72433.1	Edwardsiella_tarda	Edwardsiella_tarda_WP_005295814.1
Escherichia_coli_YCN72433.1	Enterobacter_cloacae	Enterobacter_cloacae_WP_001144069.1
Escherichia_coli_YCN72433.1	Erwinia_amylovora	Erwinia_amylovora_WP_001144069.1
Escherichia_coli_YCN72433.1	Yersinia_pestis	Yersinia_pestis_WP_001144069.1
Escherichia_coli_YCN72433.1	Ewingella_americana	Ewingella_americana_WP_001144069.1
Escherichia_coli_YCN72433.1	Providencia_stuartii	Providencia_stuartii_WP_001144069.1
Escherichia_coli_YCN72433.1	Yersinia_bercovieri	Yersinia_bercovieri_WP_001144069.1
Escherichia_coli_YCN72433.1	Proteus_mirabilis	Proteus_mirabilis_WP_001144069.1
Escherichia_coli_YCN72433.1	Tatumella_ptyseos	Tatumella_ptyseos_WP_001144069.1
Escherichia_coli_YCN72433.1	Dickeya_chrysanthemi	Dickeya_chrysanthemi_WP_001144069.1
Escherichia_coli_YCN72433.1	Pectobacterium_carotovorum	Pectobacterium_carotovorum_WP_001144069.1
Escherichia_coli_YCN72433.1	Hafnia_alvei	Hafnia_alvei_WP_001144069.1
Escherichia_coli_YCN72433.1	Obesumbacterium_proteus	Obesumbacterium_proteus_WP_001144069.1
Escherichia_coli_YCN72433.1	Dickeya_dadantii	Dickeya_dadantii_WP_001144069.1
Escherichia_coli_YCN72433.1	Morganella_morganii	Morganella_morganii_WP_004240446.1
Escherichia_coli_YCN72433.1	Leminorella_grimontii	Leminorella_grimontii_WP_027275017.1
Escherichia_coli_YCN72433.1	Pantoea_agglomerans	Pantoea_agglomerans_WP_001144069.1
Escherichia_coli_YCN72433.1	Edwardsiella_ictaluri	Edwardsiella_ictaluri_WP_005295814.1
Escherichia_coli_YCN72433.1	Pragia_fontium	Pragia_fontium_WP_027275017.1
Escherichia_coli_YCN72433.1	Serratia_marcescens	Serratia_marcescens_WP_001144069.1
Escherichia_coli_YCN72433.1	Escherichia_coli	Escherichia_coli_YCN72433.1
Escherichia_coli_YCN72433.1	Klebsiella_pneumoniae	Klebsiella_pneumoniae_WP_001144069.1
Escherichia_coli_YCN72433.1	Xenorhabdus_nematophila	Xenorhabdus_nematophila_WP_001144069.1
Enterobacter_cloacae_WP_000729185.1	Dickeya_chrysanthemi	Dickeya_chrysanthemi_WP_012768109.1
Enterobacter_cloacae_WP_000729185.1	Proteus_mirabilis	Proteus_mirabilis_WP_004246953.1
Enterobacter_cloacae_WP_000729185.1	Erwinia_billingiae	Erwinia_billingiae_WP_013204127.1
Enterobacter_cloacae_WP_000729185.1	Dickeya_dadantii	Dickeya_dadantii_WP_013319700.1
Enterobacter_cloacae_WP_000729185.1	Erwinia_amylovora	Erwinia_amylovora_WP_004160582.1
Enterobacter_cloacae_WP_000729185.1	Klebsiella_pneumoniae	Klebsiella_pneumoniae_WP_000729185.1
Enterobacter_cloacae_WP_000729185.1	Hafnia_alvei	Hafnia_alvei_WP_004846586.1
Enterobacter_cloacae_WP_000729185.1	Pragia_fontium	Pragia_fontium_WP_029095684.1
Enterobacter_cloacae_WP_000729185.1	Salmonella_enterica	Salmonella_enterica_WP_000729185.1
Enterobacter_cloacae_WP_000729185.1	Morganella_morganii	Morganella_morganii_WP_004238623.1
Enterobacter_cloacae_WP_000729185.1	Pectobacterium_atrosepticum	Pectobacterium_atrosepticum_WP_005970267.1
Enterobacter_cloacae_WP_000729185.1	Pantoea_agglomerans	Pantoea_agglomerans_WP_003850150.1
Enterobacter_cloacae_WP_000729185.1	Providencia_stuartii	Providencia_stuartii_WP_004926444.1
Enterobacter_cloacae_WP_000729185.1	Xenorhabdus_nematophila	Xenorhabdus_nematophila_WP_010847487.1
Enterobacter_cloacae_WP_000729185.1	Obesumbacterium_proteus	Obesumbacterium_proteus_WP_004846586.1
Enterobacter_cloacae_WP_000729185.1	Edwardsiella_ictaluri	Edwardsiella_ictaluri_WP_015872765.1
Enterobacter_cloacae_WP_000729185.1	Pectobacterium_carotovorum	Pectobacterium_carotovorum_WP_005970267.1
Enterobacter_cloacae_WP_000729185.1	Enterobacter_cloacae	Enterobacter_cloacae_WP_000729185.1
Enterobacter_cloacae_WP_000729185.1	Escherichia_coli	Escherichia_coli_YCN68510.1
